lc,pi,ma,nbd,ml,d,mi,fo,r,e,label
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,0.7421884142773543,-1.0,0.7500000000000002,0.0,0.0
-0.3333333333333333,-0.11792452830188677,-0.5,-1.0,0.0,0.0,0.6846108835576357,-1.0,0.7999999999999999,0.0,3.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,0.8653013458162657,-0.6666666666666666,-0.375,0.0,1.0
-0.16666666666666666,-0.15566037735849056,-0.5,-1.0,0.0,0.0,0.27735517846693947,0.3333333333333333,-0.4,0.0,1.0
0.0,0.5896226415094338,0.0,0.0,0.6666666666666666,0.0,0.1575190169689874,-0.6666666666666666,0.8125,0.0,2.0
-0.3333333333333333,-0.3726415094339622,-0.5,-1.0,0.0,0.0,0.6143943826799294,-0.6666666666666666,0.7999999999999999,0.0,1.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,0.7286132241076648,0.3333333333333333,-0.4,0.0,1.0
-0.16666666666666666,-0.15566037735849056,-0.5,-1.0,0.0,0.0,0.25629022820362746,0.0,-0.15,0.0,1.0
0.3333333333333333,1.2594339622641506,0.0,0.0,0.6666666666666666,0.9379310344827587,-0.2136922176711525,-0.3333333333333333,0.10000000000000003,0.668801774883255,3.0
0.6666666666666666,0.3820754716981129,0.0,0.0,0.6666666666666666,1.0551724137931036,-0.5460503218256291,1.3333333333333333,0.5375000000000001,1.4664972893668033,1.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,0.9729666471620824,-0.3333333333333333,0.8125,0.0,3.0
-0.3333333333333333,-0.3726415094339622,-0.5,-1.0,0.0,0.0,0.30310122878876494,-0.3333333333333333,-0.4,0.0,1.0
0.6666666666666666,0.6367924528301884,0.5,1.0,1.0,0.0,-0.4046811000585134,0.0,0.23750000000000002,0.0,1.0
-0.3333333333333333,-0.3726415094339622,-0.5,-1.0,0.0,0.0,0.7913399648917492,-0.6666666666666666,0.5750000000000001,0.0,1.0
0.5,0.7783018867924528,1.5,1.0,1.3333333333333333,1.5931034482758621,-0.48145114101813885,0.0,-0.3500000000000001,2.0648047091660553,1.0
0.0,1.0801886792452828,0.0,0.0,0.6666666666666666,0.9172413793103449,0.20573434757167905,-0.6666666666666666,0.6375000000000001,0.2862714927269149,1.0
-0.16666666666666666,-0.15566037735849056,-0.5,-1.0,0.0,0.0,0.11164423639555247,-0.6666666666666666,-0.4,0.0,1.0
0.16666666666666666,0.6367924528301884,0.0,0.0,1.3333333333333333,0.0,-0.01802223522527817,-0.3333333333333333,0.7999999999999999,0.0,3.0
0.16666666666666666,0.410377358490566,0.0,0.0,0.6666666666666666,1.1172413793103448,-0.0601521357519015,-0.3333333333333333,0.375,0.6437530192696499,1.0
0.8333333333333334,0.9103773584905657,0.0,0.0,0.6666666666666666,1.5379310344827586,-0.6289057928613222,0.6666666666666666,-0.375,2.23513624733857,2.0
0.0,1.0801886792452828,0.0,0.0,0.6666666666666666,0.786206896551724,0.19215915740198955,-0.6666666666666666,-0.012500000000000013,0.25929040453740315,1.0
0.0,-0.11792452830188677,-0.5,-1.0,0.0,0.0,0.06717378583967239,0.0,-0.375,0.0,1.0
1.8333333333333333,1.183962264150943,0.5,1.0,0.6666666666666666,0.0,-1.1265067290813333,2.3333333333333335,-0.3875,0.0,1.0
0.16666666666666666,0.6367924528301884,0.0,0.0,0.6666666666666666,0.0,0.11445289643066082,0.0,0.8125,0.0,3.0
0.6666666666666666,1.2877358490566035,0.5,1.0,1.0,0.0,-0.5076653013458159,0.3333333333333333,-0.13750000000000004,0.0,1.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,0.9729666471620824,-1.0,0.85,0.0,0.0
-0.3333333333333333,-0.3726415094339622,-0.5,-1.0,0.0,0.0,0.59426565242832,-0.6666666666666666,0.8375,0.0,3.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,0.6780573434757158,0.0,-0.4,0.0,3.0
1.5,1.6084905660377355,-0.5,0.0,0.0,1.2413793103448276,-0.8999414862492685,1.3333333333333333,-0.3875,2.183034835662271,3.0
-0.16666666666666666,-0.15566037735849056,-0.5,-1.0,0.0,0.0,0.3410181392627264,-0.3333333333333333,0.6625000000000001,0.0,1.0
0.3333333333333333,0.6650943396226414,0.0,0.0,1.0,3.951724137931035,-0.3471035693387947,-0.6666666666666666,-0.3625000000000001,4.8586713424343815,1.0
0.8333333333333334,1.6273584905660374,0.5,1.0,0.6666666666666666,0.8344827586206897,-0.49128145114101807,0.0,0.2750000000000001,0.6604999015941745,1.0
0.16666666666666666,0.6367924528301884,-0.5,0.0,0.0,0.0,0.06296079578700986,-0.3333333333333333,0.5750000000000001,0.0,1.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,0.8039789350497368,-0.6666666666666666,0.7749999999999999,0.0,1.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,0.8653013458162657,-0.6666666666666666,0.85,0.0,1.0
0.3333333333333333,0.6650943396226414,0.0,0.0,1.0,0.0,-0.13785839672323022,0.0,-0.3,0.0,2.0
-0.3333333333333333,-0.3726415094339622,-0.5,-1.0,0.0,0.0,0.4795787009947337,-0.6666666666666666,-0.3875,0.0,1.0
0.0,0.5896226415094338,0.0,0.0,0.6666666666666666,0.0,0.056407255705090587,-0.3333333333333333,0.6125000000000002,0.0,3.0
0.6666666666666666,0.6367924528301884,0.0,0.0,1.0,1.0620689655172415,-0.4379169104739613,0.3333333333333333,-0.06249999999999999,0.9463419870819989,1.0
0.3333333333333333,0.6650943396226414,0.5,1.0,1.3333333333333333,0.0,-0.22867173785839684,-1.0,0.6750000000000002,0.0,1.0
0.16666666666666666,-0.13679245283018865,-0.5,-1.0,0.0,0.0,-0.05827969572849638,0.3333333333333333,0.18749999999999997,0.0,1.0
-0.16666666666666666,-0.15566037735849056,-0.5,-1.0,0.0,0.0,0.3410181392627264,-1.0,0.85,0.0,1.0
0.5,0.363207547169811,0.0,0.0,0.6666666666666666,1.1655172413793105,-0.38923346986541807,-0.6666666666666666,-0.08750000000000002,1.182945375820794,1.0
0.5,0.7783018867924528,0.5,1.0,1.0,0.0,-0.4379169104739613,0.3333333333333333,-0.4,0.0,1.0
-0.3333333333333333,-0.3726415094339622,-0.5,-1.0,0.0,0.0,0.3817437097717962,-0.6666666666666666,0.23750000000000002,0.0,1.0
0.5,0.7783018867924528,0.5,0.0,1.0,0.0,-0.2291398478642478,-0.3333333333333333,0.7875,0.0,3.0
0.5,0.5141509433962262,1.0,0.0,1.3333333333333333,0.0,-0.27267407840842595,-0.6666666666666666,-0.3875,0.0,1.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,0.9284961966062023,-1.0,0.85,0.0,0.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,1.190169689877121,-1.0,0.7875,0.0,1.0
0.3333333333333333,0.2594339622641508,0.5,0.0,1.3333333333333333,1.013793103448276,-0.4102984201287301,-0.3333333333333333,0.625,1.5520924656921509,1.0
-0.3333333333333333,-0.3726415094339622,-0.5,-1.0,0.0,0.0,0.6143943826799294,-0.3333333333333333,0.7875,0.0,1.0
-0.3333333333333333,-0.3726415094339622,-0.5,-1.0,0.0,0.0,0.48706846108835555,0.0,-0.375,0.0,1.0
1.3333333333333333,1.5424528301886786,-0.5,0.0,0.0,2.013793103448276,-0.7042715038033935,0.3333333333333333,0.7625000000000002,1.9666851550339055,1.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,0.7838502047981274,-0.6666666666666666,0.13749999999999998,0.0,1.0
-0.16666666666666666,-0.15566037735849056,-0.5,-1.0,0.0,1.0344827586206897,0.3316559391456988,-0.3333333333333333,0.7875,0.3542609722495572,1.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,0.7421884142773543,-0.6666666666666666,0.8375,0.0,0.0
0.0,0.5896226415094338,0.0,0.0,3.3333333333333335,2.331034482758621,-0.1022820362785255,1.0,-0.3625000000000001,2.574296398346782,2.0
0.5,1.0801886792452828,0.0,0.0,1.0,0.0,-0.24411936805149212,0.0,-0.012500000000000013,0.0,1.0
0.5,0.13679245283018865,0.5,0.0,1.6666666666666667,2.972413793103448,-0.5043885313048566,0.3333333333333333,-0.325,4.628008087169669,2.0
0.16666666666666666,0.6367924528301884,0.0,0.0,0.0,0.0,0.20526623756582743,-0.3333333333333333,0.8125,0.0,1.0
0.16666666666666666,0.410377358490566,0.0,0.0,0.0,1.206896551724138,-0.050321825629022925,-0.3333333333333333,0.6750000000000002,0.6656527884632589,1.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,1.190169689877121,-1.0,0.7999999999999999,0.0,1.0
0.16666666666666666,0.410377358490566,0.0,0.0,0.6666666666666666,0.0,-0.08917495611468695,-0.3333333333333333,0.11249999999999998,0.0,1.0
1.0,1.1273584905660372,0.5,0.0,0.0,0.8206896551724138,-0.7665301345816262,1.6666666666666667,-0.3625000000000001,1.5337710901576282,0.0
3.3333333333333335,0.8160377358490566,3.0,1.0,3.0,1.9379310344827587,-1.4476301930953765,1.3333333333333333,-0.3875,4.280617630745558,1.0
1.0,-0.3726415094339622,-0.5,-1.0,0.0,0.0,-0.7431246342890575,1.6666666666666667,-0.4,0.0,1.0
1.1666666666666667,0.5613207547169812,0.0,0.0,0.0,0.0,-1.0090111176126388,0.6666666666666666,-0.4,0.0,1.0
0.6666666666666666,1.3915094339622638,0.5,1.0,0.6666666666666666,1.1793103448275861,-0.5605617320070218,0.3333333333333333,-0.3375000000000001,1.6595874112111073,1.0
1.6666666666666667,0.9386792452830187,1.0,1.0,2.0,1.206896551724138,-0.9303686366296074,1.3333333333333333,0.06249999999999999,1.7234259540892094,3.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,0.8124049151550605,-0.3333333333333333,0.85,0.0,3.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,1.190169689877121,-1.0,0.8375,0.0,1.0
0.6666666666666666,0.2594339622641508,0.0,0.0,1.0,1.3310344827586207,-0.5736688121708596,-0.3333333333333333,-0.08750000000000002,2.077114383353313,1.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,1.063779988297249,-1.0,0.8375,0.0,1.0
-0.16666666666666666,-0.15566037735849056,0.0,-1.0,0.6666666666666666,0.8206896551724138,0.0021064950263312665,0.3333333333333333,-0.3875,1.0405968760623356,1.0
0.16666666666666666,0.410377358490566,0.5,0.0,1.3333333333333333,1.896551724137931,-0.24365125804564053,0.3333333333333333,0.04999999999999998,2.211590417061781,3.0
0.5,1.5990566037735843,0.5,1.0,2.3333333333333335,1.6551724137931034,-0.39999999999999986,1.3333333333333333,0.475,1.678195058238357,3.0
-0.16666666666666666,-0.15566037735849056,-0.5,-1.0,0.0,0.0,0.3316559391456988,-0.3333333333333333,-0.3500000000000001,0.0,2.0
-0.3333333333333333,-0.3726415094339622,-0.5,-1.0,0.0,0.0,0.44493856056173153,-1.0,-0.28750000000000003,0.0,1.0
-0.3333333333333333,-0.3726415094339622,-0.5,-1.0,0.0,0.0,0.5657109420713868,-0.6666666666666666,0.8375,0.0,3.0
0.8333333333333334,0.5141509433962262,1.5,0.0,1.3333333333333333,2.124137931034483,-0.5746050321825629,-0.3333333333333333,0.6000000000000001,2.1602046841172995,1.0
-0.5,-0.2216981132075472,0.0,-1.0,1.6666666666666667,0.0,0.5446459918080742,0.0,-0.3875,0.0,1.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.896551724137931,0.5998829724985367,0.0,0.7625000000000002,0.5003310014134655,0.0
0.16666666666666666,0.410377358490566,0.0,0.0,2.3333333333333335,2.3655172413793104,-0.2712697483908718,0.0,0.4875,3.2312179062818704,2.0
0.3333333333333333,1.2594339622641506,0.0,0.0,0.6666666666666666,0.0,-0.27314218841427756,-0.6666666666666666,-0.325,0.0,1.0
-0.3333333333333333,-0.3726415094339622,-0.5,-1.0,0.0,0.0,0.5493270918665877,-0.6666666666666666,0.825,0.0,0.0
-0.16666666666666666,-0.15566037735849056,-0.5,-1.0,0.0,0.0,0.061556465769455684,0.3333333333333333,0.225,0.0,2.0
0.6666666666666666,0.6367924528301884,0.0,0.0,1.0,0.0,-0.46928028086600354,0.0,-0.3500000000000001,0.0,1.0
1.0,-0.5990566037735847,-0.5,-1.0,0.0,0.0,-0.7272088940901106,1.6666666666666667,-0.375,0.0,3.0
0.0,0.5896226415094338,0.0,0.0,0.6666666666666666,0.993103448275862,-0.14628437682855464,1.3333333333333333,-0.325,1.316777298670627,1.0
0.5,2.014150943396226,1.0,1.0,0.6666666666666666,0.9310344827586208,-0.44493856056173153,0.6666666666666666,-0.375,1.0880463759818217,3.0
0.5,0.13679245283018865,0.0,0.0,0.6666666666666666,1.303448275862069,-0.5156231714452894,0.3333333333333333,-0.3625000000000001,2.2201785618435887,1.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,0.6944411936805149,-0.6666666666666666,-0.4,0.0,1.0
0.6666666666666666,0.2594339622641508,0.0,0.0,0.6666666666666666,0.0,-0.35412521942656494,0.6666666666666666,0.17500000000000004,0.0,1.0
0.5,0.7783018867924528,0.5,0.0,1.0,0.0,-0.26190754827384416,-0.3333333333333333,0.6625000000000001,0.0,3.0
0.16666666666666666,0.8443396226415092,1.5,1.0,1.0,0.896551724137931,-0.10134581626682294,-1.0,0.7625000000000002,0.533681630316151,1.0
-0.3333333333333333,-0.3726415094339622,-0.5,-1.0,0.0,0.0,0.7103569338794619,-0.3333333333333333,0.18749999999999997,0.0,1.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,0.6977179637214742,-0.6666666666666666,0.825,0.0,1.0
1.1666666666666667,0.5613207547169812,1.0,0.0,0.6666666666666666,0.0,-0.6794616734932706,0.3333333333333333,0.075,0.0,0.0
1.0,1.5990566037735843,0.0,1.0,0.6666666666666666,1.2896551724137932,-0.678525453481568,0.3333333333333333,-0.3,1.7474011916050884,1.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,0.6649502633118772,0.0,-0.4,0.0,0.0
0.16666666666666666,0.6367924528301884,0.5,0.0,0.6666666666666666,0.0,0.041427735517846245,-0.6666666666666666,0.6375000000000001,0.0,3.0
-0.16666666666666666,-0.15566037735849056,-0.5,-1.0,0.0,0.0,0.3316559391456988,-0.3333333333333333,0.8125,0.0,1.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,0.6977179637214742,-0.6666666666666666,0.6750000000000002,0.0,1.0
-0.16666666666666666,-0.15566037735849056,-0.5,-1.0,0.0,0.0,0.6218841427735513,-0.3333333333333333,-0.21250000000000002,0.0,3.0
1.5,0.15566037735849056,0.5,0.0,0.0,0.0,-0.9640725570509064,1.3333333333333333,-0.3875,0.0,1.0
0.5,0.5141509433962262,0.5,0.0,1.0,1.0,-0.332592159157402,0.3333333333333333,0.6000000000000001,0.7704281548013098,1.0
0.3333333333333333,0.9386792452830187,0.0,0.0,1.3333333333333333,0.0,-0.08168519602106512,-0.3333333333333333,-0.12500000000000003,0.0,1.0
2.0,1.514150943396226,3.0,1.0,3.6666666666666665,2.413793103448276,-1.1887653598595662,1.3333333333333333,-0.375,5.780107709649139,2.0
0.3333333333333333,0.4952830188679243,0.0,0.0,0.6666666666666666,1.013793103448276,-0.3007606787595082,-0.3333333333333333,-0.3,1.0297185593387128,3.0
1.1666666666666667,1.35377358490566,0.0,0.0,0.6666666666666666,0.0,-0.8301930953774133,1.3333333333333333,-0.375,0.0,1.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,0.6729081334113514,0.0,0.8375,0.0,1.0
1.5,1.693396226415094,0.5,1.0,1.3333333333333333,0.0,-0.793212404915155,0.3333333333333333,-0.4,0.0,1.0
-0.5,-0.2216981132075472,0.0,-1.0,1.0,0.0,0.5891164423639556,-0.6666666666666666,-0.3875,0.0,1.0
0.6666666666666666,0.8160377358490566,0.0,0.0,0.6666666666666666,1.6275862068965516,-0.49221767115272064,0.0,-0.17500000000000004,1.8153191032545493,1.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,0.8124049151550605,-0.3333333333333333,0.85,0.0,1.0
-0.16666666666666666,-0.15566037735849056,-0.5,-1.0,0.0,0.0,0.2970157987126973,-0.6666666666666666,0.625,0.0,2.0
1.1666666666666667,0.7499999999999998,1.0,1.0,2.0,1.3793103448275863,-0.7478057343475717,0.6666666666666666,-0.325,1.7748832549068725,1.0
0.5,0.7783018867924528,0.5,0.0,1.0,0.0,-0.2291398478642478,-0.3333333333333333,0.8375,0.0,3.0
1.8333333333333333,-0.11792452830188677,0.5,0.0,2.3333333333333335,3.724137931034483,-0.9579871269748388,0.0,-0.4,5.149952586284018,1.0
-0.16666666666666666,-0.15566037735849056,-0.5,-1.0,0.0,1.3793103448275863,-0.011468695143358897,-0.6666666666666666,-0.4,1.9306865148234957,3.0
0.6666666666666666,0.2594339622641508,0.0,0.0,1.0,0.0,-0.636395552954944,2.0,-0.4,0.0,1.0
0.16666666666666666,0.6367924528301884,0.5,0.0,0.6666666666666666,0.9172413793103449,-0.03861907548273855,-1.0,0.025000000000000026,0.4621853250076041,1.0
0.8333333333333334,0.26886792452830194,0.0,0.0,0.6666666666666666,0.0,-0.636395552954944,0.3333333333333333,-0.25000000000000006,0.0,1.0
0.0,-0.2216981132075472,0.0,-1.0,0.6666666666666666,1.1517241379310346,-0.12896430661205355,0.0,0.525,1.4138949025782328,2.0
0.5,0.7783018867924528,0.0,0.0,0.6666666666666666,1.0551724137931036,-0.40983031012287846,0.0,-0.075,1.1661984934962695,1.0
-0.16666666666666666,-0.15566037735849056,-0.5,-1.0,0.0,0.0,0.27548273844353366,0.0,0.6875000000000001,0.0,1.0
-0.3333333333333333,-0.11792452830188677,-0.5,-1.0,0.0,0.0,0.4660035108250429,-0.6666666666666666,-0.2,0.0,1.0
0.8333333333333334,1.7216981132075468,-0.5,0.0,0.0,0.0,-0.6303101228788763,0.3333333333333333,-0.375,0.0,0.0
1.3333333333333333,0.7971698113207547,1.0,0.0,0.6666666666666666,0.9655172413793103,-0.9509654768870679,1.3333333333333333,-0.3875,2.274427009715339,1.0
0.16666666666666666,0.410377358490566,0.5,0.0,0.6666666666666666,0.8413793103448276,-0.020830895260386527,0.0,0.825,0.3934085988799628,3.0
0.6666666666666666,0.6367924528301884,0.0,0.0,1.0,0.0,-0.48425980105324723,0.0,-0.3625000000000001,0.0,1.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,0.8653013458162657,-0.6666666666666666,0.475,0.0,1.0
0.8333333333333334,2.0518867924528297,1.0,1.0,1.6666666666666667,0.8551724137931035,-0.5774136922176712,0.6666666666666666,-0.2,0.9169991590774902,1.0
1.5,0.9103773584905657,3.0,1.0,2.6666666666666665,4.137931034482759,-0.9715623171445282,-0.6666666666666666,-0.375,7.167164659784223,2.0
1.1666666666666667,-0.21226415094339626,0.0,0.0,0.6666666666666666,1.110344827586207,-0.9373902867173783,2.6666666666666665,-0.4,3.4060582204648338,3.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,0.6602691632533637,0.0,-0.1625,0.0,1.0
0.3333333333333333,0.6650943396226414,1.5,0.0,1.3333333333333333,0.0,-0.17811585722644843,-0.6666666666666666,0.7500000000000002,0.0,1.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.8620689655172414,0.6532475131655928,-0.3333333333333333,0.825,0.38632337943497164,1.0
-0.3333333333333333,-0.3726415094339622,-0.5,-1.0,0.0,0.0,0.44493856056173153,-0.6666666666666666,-0.3,0.0,1.0
1.6666666666666667,1.9952830188679243,1.5,2.0,4.0,3.0206896551724136,-1.0450555880631944,-0.3333333333333333,-0.3875,6.601349054409476,3.0
-0.3333333333333333,-0.11792452830188677,-0.5,-1.0,0.0,1.013793103448276,0.17998829724985357,0.6666666666666666,-0.4,1.2965235905601975,0.0
0.5,1.5990566037735843,-0.5,0.0,0.0,0.903448275862069,-0.37378583967232276,-0.3333333333333333,0.7250000000000002,0.9008963876116012,1.0
0.0,0.5896226415094338,0.0,0.0,1.0,0.0,0.18092451726155612,-0.3333333333333333,0.4875,0.0,1.0
1.3333333333333333,1.6084905660377355,-0.5,0.0,0.0,0.0,-0.6935049736688117,0.3333333333333333,0.11249999999999998,0.0,1.0
-0.3333333333333333,-0.3726415094339622,-0.5,-1.0,0.0,0.0,0.6143943826799294,-0.6666666666666666,0.2750000000000001,0.0,1.0
0.5,1.8820754716981127,0.5,1.0,1.3333333333333333,1.013793103448276,-0.4009362200117024,0.3333333333333333,0.0,1.0297185593387128,3.0
1.0,0.410377358490566,0.5,0.0,1.3333333333333333,0.993103448275862,-0.691164423639555,0.6666666666666666,0.225,1.362151330267843,0.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,0.9284961966062023,-0.6666666666666666,0.8375,0.0,0.0
1.1666666666666667,0.08962264150943412,0.0,0.0,0.0,1.103448275862069,-0.7889994148624925,1.0,-0.3625000000000001,1.8382923905458841,1.0
0.3333333333333333,0.2594339622641508,0.5,0.0,2.0,2.496551724137931,-0.4280866003510821,1.0,0.037499999999999964,4.102270490776691,1.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,0.9027501462843762,-0.6666666666666666,0.7875,0.0,1.0
0.16666666666666666,0.6367924528301884,0.0,0.0,1.3333333333333333,0.903448275862069,-0.2188414277355176,1.0,-0.28750000000000003,0.9975845842801166,2.0
-0.3333333333333333,-0.3726415094339622,-0.5,-1.0,0.0,0.8413793103448276,0.4252779403159744,0.0,-0.012500000000000013,0.3934085988799628,3.0
-0.16666666666666666,-0.15566037735849056,-0.5,-1.0,0.0,1.0344827586206897,0.3316559391456988,-0.3333333333333333,0.7500000000000002,0.3542609722495572,1.0
0.0,0.5896226415094338,0.0,0.0,0.6666666666666666,0.0,0.06296079578700986,-1.0,-0.3375000000000001,0.0,1.0
-0.16666666666666666,-0.15566037735849056,-0.5,-1.0,0.0,0.0,0.14160327677004048,0.6666666666666666,0.18749999999999997,0.0,1.0
0.16666666666666666,0.8443396226415092,0.0,0.0,0.6666666666666666,0.8137931034482758,-0.20292568753657136,0.3333333333333333,0.46249999999999997,0.8369862768603175,3.0
0.0,-0.2216981132075472,-0.5,-1.0,0.0,0.0,-0.0863662960795786,-0.6666666666666666,0.5875000000000001,0.0,1.0
0.5,1.4481132075471697,0.5,1.0,2.0,1.2620689655172415,-0.5132826214160326,1.3333333333333333,-0.4,2.0414735825088117,1.0
-0.3333333333333333,-0.3726415094339622,-0.5,-1.0,0.0,0.0,0.48706846108835555,-0.3333333333333333,-0.325,0.0,3.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,0.8451726155646576,0.6666666666666666,0.8125,0.0,1.0
-0.5,-0.2216981132075472,0.0,-1.0,1.0,0.0,0.6148624926857804,-0.3333333333333333,0.85,0.0,3.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,0.83253364540667,-0.6666666666666666,0.8375,0.0,3.0
1.0,0.17452830188679247,0.0,0.0,0.6666666666666666,0.0,-0.7693387946167346,0.6666666666666666,-0.3,0.0,1.0
0.6666666666666666,0.3820754716981129,0.5,0.0,1.3333333333333333,0.0,-0.5526038619075483,0.6666666666666666,-0.3875,0.0,3.0
-0.5,-0.2216981132075472,-0.5,-1.0,0.0,0.0,0.8587478057343471,-0.6666666666666666,0.10000000000000003,0.0,1.0
0.8333333333333334,0.5141509433962262,0.0,0.0,0.6666666666666666,1.1241379310344828,-0.6448215330602691,2.3333333333333335,-0.1125,1.7438227979460021,1.0
2.1666666666666665,0.2783018867924527,1.5,0.0,3.0,3.331034482758621,-1.1999999999999995,0.3333333333333333,-0.25000000000000006,8.053962176379024,1.0
-0.3333333333333333,-0.3726415094339622,-0.5,-1.0,0.0,0.7724137931034484,0.44493856056173153,-0.3333333333333333,0.2875000000000001,0.3342219677586732,1.0
